doc_id,corpus_tier,source_name_instrument_body,title_url_query,retrieval_date_format_language,production_context,dqa_context_score,dqa_content_score,full_text_available,locus_tag,source_topic_tag,verification_logic,deident_status,access_status_notes,firm_mentioned,iec_verification_status,verification_method,verification_date,relevance_to_study,corpus_role,enterprise_scale_tier,scale_evidence,hurdle_scale_coupled,publication_date,dqa_content_notes
B-GD-070,B,GDELT 2.0 / thehindubusinessline.com (Media & Trade News),https://www.thehindubusinessline.com/economy/tiruppur-textile-industry-seeks-zero-duty-on-cotton-imports/article70977749.ece,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Tiruppur textile industry seeks zero duty on cotton imports' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"A,M,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260514T113000Z,"Auth: Tier-1 established financial/trade media domain | Rel: Adequate/Marginal trade relevance (1 agri + 2 trade friction terms) | Gran: Substantive depth (488 words, 2 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (488 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-071,B,GDELT 2.0 / dailymirror.lk (Media & Trade News),https://www.dailymirror.lk/business-main/Sri-Lankas-tech-exports-widen-over-traditional-Ceylon-Tea-in-early-2026/245-342801,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Sri Lanka tech exports widen over traditional Ceylon Tea in early 2026 - Business Main' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,M,M,A,A,A","M,M,M,M,M,M",yes,institutional-voids,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),corporate,no,20260613T070000Z,"Auth: Secondary/regional media or trade aggregator | Rel: Adequate/Marginal trade relevance (1 agri + 2 trade friction terms) | Gran: Overview narrative (1376 words, 1 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (1376 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-072,B,GDELT 2.0 / prokerala.com (Media & Trade News),https://www.prokerala.com/news/articles/a1771343.html,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'India 1st - ever sea shipment of value - added millet heads for New Zealand' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,M,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260604T133000Z,"Auth: Secondary/regional media or trade aggregator | Rel: Adequate/Marginal trade relevance (1 agri + 4 trade friction terms) | Gran: Substantive depth (451 words, 4 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (451 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-073,B,GDELT 2.0 / thehindubusinessline.com (Media & Trade News),https://www.thehindubusinessline.com/economy/agri-business/ftas-agri-start-ups-and-fpos-to-drive-next-phase-of-farm-export-growth-apeda-chief/article71112115.ece,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'FTAs , agri - start - ups and FPOs to drive next phase of farm export growth : APEDA chief' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","A,M,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 3 (weakly indicated),fpo,no,20260617T101500Z,"Auth: Tier-1 established financial/trade media domain | Rel: Adequate/Marginal trade relevance (1 agri + 2 trade friction terms) | Gran: Substantive depth (421 words, 2 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (421 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-074,B,GDELT 2.0 / thehindubusinessline.com (Media & Trade News),https://www.thehindubusinessline.com/economy/agri-business/apeda-facilitates-first-biscuit-export-from-varanasi-to-oman/article71147017.ece,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'APEDA facilitates first biscuit export from Varanasi to Oman' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"A,M,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-customs-clearance-holds,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260625T171500Z,"Auth: Tier-1 established financial/trade media domain | Rel: Adequate/Marginal trade relevance (1 agri + 6 trade friction terms) | Gran: Substantive depth (386 words, 4 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (386 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-075,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/business/piyush-goyal-hails-jharkhands-amrapali-mangoes-debuting-in-dubai-export-initiative-yields-180-higher-returns-for-women-farmers20260707143959/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Piyush Goyal hails Jharkhand Amrapali mangoes debuting in Dubai ; Export initiative yields 180 % higher returns for women farmers' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-horticulture-sps-controls,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260707T104500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (2 agri + 3 trade friction terms) | Gran: Substantive depth (495 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (495 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-076,B,GDELT 2.0 / businesstoday.in (Media & Trade News),https://www.businesstoday.in/india/story/flying-off-the-shelves-why-indian-mangoes-are-taking-over-global-markets-533248-2026-05-26,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Flying off the shelves : Why Indian mangoes are taking over global markets' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-horticulture-sps-controls,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260526T044500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (2 agri + 3 trade friction terms) | Gran: Substantive depth (705 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (705 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-077,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/business/jharkhands-aamrapali-mangoes-reach-uk-markets-says-piyush-goyal20260606175339/,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'Jharkhand Aamrapali mangoes reach united kingdom markets , says Piyush Goyal' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,M,M,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260606T133000Z,"Auth: Secondary/regional media or trade aggregator | Rel: Adequate/Marginal trade relevance (1 agri + 2 trade friction terms) | Gran: Overview narrative (238 words, 1 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (238 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-078,B,GDELT 2.0 / prokerala.com (Media & Trade News),https://www.prokerala.com/news/articles/a1760836.html,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'India exports first ODOP honey consignment to US' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-horticulture-sps-controls,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260509T173000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (3 agri + 4 trade friction terms) | Gran: Substantive depth (410 words, 5 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (410 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-079,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/business/govt-facilitates-shipment-of-banganapalle-mangoes-to-singapore-farmers-earn-twice-of-domestic-price20260625132103/,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'Govt facilitates shipment of Banganapalle mangoes to Singapore , Farmers earn twice of domestic price' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-horticulture-sps-controls,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260625T091500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (3 agri + 4 trade friction terms) | Gran: Substantive depth (424 words, 4 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (424 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-080,B,GDELT 2.0 / thehindubusinessline.com (Media & Trade News),https://www.thehindubusinessline.com/economy/agri-business/indias-mango-exports-reach-45-countries-shipments-to-us-likely-to-grow-over-30-this-season-apeda-chief/article71112114.ece,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'India mango exports reach 45 countries ; shipments to US likely to grow over 30 % this season : APEDA chief' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"A,A,M,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-horticulture-sps-controls,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260617T101500Z,"Auth: Tier-1 established financial/trade media domain | Rel: High relevance (2 agri + 3 trade friction terms) | Gran: Overview narrative (428 words, 1 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (428 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-081,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/business/apeda-facilitates-first-commercial-export-of-gi-tagged-rewa-sundarja-mangoes-to-uae20260627150013/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'APEDA facilitates first commercial export of GI - tagged Rewa Sundarja mangoes to UAE' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-horticulture-sps-controls,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 3 (weakly indicated),fpo,no,20260627T100000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (3 agri + 5 trade friction terms) | Gran: Substantive depth (402 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (402 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-082,B,GDELT 2.0 / tribuneindia.com (Media & Trade News),https://www.tribuneindia.com/news/j-k/ladakhi-apricots-get-global-push-with-1000-mt-export-deal/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Ladakhi apricots get global push with 1000 MT export deal' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,M,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-horticulture-sps-controls,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),nse,no,20260416T233000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (3 agri + 3 trade friction terms) | Gran: Overview narrative (420 words, 1 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (420 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-083,B,GDELT 2.0 / orissadiary.com (Media & Trade News),https://orissadiary.com/apeda-facilitates-commercial-export-of-amrapali-mangoes-from-jharkhand-to-dubai/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'APEDA Facilitates Commercial Export of Amrapali Mangoes from Jharkhand to Dubai' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-horticulture-sps-controls,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260707T134500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (2 agri + 3 trade friction terms) | Gran: Substantive depth (564 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (564 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-084,B,GDELT 2.0 / morungexpress.com (Media & Trade News),https://morungexpress.com/assam-litchi-reaches-dubai-market-opening-new-export-avenues-for-farmers,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'Assam litchi reaches Dubai market , opening new export avenues for farmers' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-horticulture-sps-controls,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260609T160000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (2 agri + 3 trade friction terms) | Gran: Substantive depth (775 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (775 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-085,B,GDELT 2.0 / news.webindia123.com (Media & Trade News),https://news.webindia123.com/news/Articles/India/20260630/4469229.html,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Singapore Consul General Edgar Pang calls on Jagan Reddy in YSRCP office' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-horticulture-sps-controls,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260630T101500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (2 agri + 4 trade friction terms) | Gran: Substantive depth (691 words, 4 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (691 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-086,B,GDELT 2.0 / thehindubusinessline.com (Media & Trade News),https://www.thehindubusinessline.com/economy/agri-business/indonesia-introduces-new-quota-system-for-peanut-imports/article70913710.ece,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Indonesia introduces new quota system for peanut imports - The HinduBusinessLine' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"A,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260428T043000Z,"Auth: Tier-1 established financial/trade media domain | Rel: High relevance (2 agri + 3 trade friction terms) | Gran: Substantive depth (612 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (612 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-087,B,GDELT 2.0 / news.webindia123.com (Media & Trade News),https://news.webindia123.com/news/Articles/Business/20260604/4458526.html,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'APEDA facilitates first sea export of millet foods to New Zealand' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,M,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260604T154500Z,"Auth: Secondary/regional media or trade aggregator | Rel: Adequate/Marginal trade relevance (1 agri + 3 trade friction terms) | Gran: Substantive depth (570 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (570 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-088,B,GDELT 2.0 / mangalorean.com (Media & Trade News),https://www.mangalorean.com/amrapali-mangoes-from-jharkhands-tribal-belt-exported-to-dubai/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Amrapali mangoes from Jharkhand tribal belt exported to Dubai' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-horticulture-sps-controls,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260707T114500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (2 agri + 3 trade friction terms) | Gran: Substantive depth (889 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (889 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-089,B,GDELT 2.0 / india-briefing.com (Media & Trade News),https://www.india-briefing.com/news/dgft-certificate-of-origin-amendments-ftp-hbp-2023-44018.html,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Certificate of Origin Goes Digital : DGFT 2026 Amendment to FTP' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,institutional-voids,gdelt-spices-sps-hurdles,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),nse,no,20260411T123000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (3 agri + 8 trade friction terms) | Gran: Substantive depth (1292 words, 2 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (1292 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-090,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/business/govt-to-hold-seafood-sector-chintan-shivir-in-visakhapatnam-in-june-to-boost-exports-and-msme-participation20260514202524/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Govt to hold seafood sector  Chintan Shivir  in Visakhapatnam in June to boost exports and MSME participation' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,M,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 3 (weakly indicated),cooperative,no,20260514T180000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (6 agri + 5 trade friction terms) | Gran: Overview narrative (528 words, 0 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (528 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-091,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/business/india-retains-eu-export-rights-for-seafood-honey-eggs-and-animal-casings-after-september20260608190042/,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'India retains EU export rights for seafood , honey , eggs and animal casings after September' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,A,M,A,A,A","M,M,M,M,M,M",yes,institutional-voids,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260608T143000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (5 agri + 4 trade friction terms) | Gran: Overview narrative (383 words, 0 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (383 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-092,B,GDELT 2.0 / ianslive.in (Media & Trade News),https://ianslive.in/seafood-exports-surpasses-rs-72000-crore-in-fy26-frozen-shrimp-growth-driver--20260422091007,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'Seafood exports surpass Rs 72 , 000 crore in FY26 , frozen shrimp growth driver' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260422T040000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (5 agri + 4 trade friction terms) | Gran: Substantive depth (346 words, 2 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (346 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-093,B,GDELT 2.0 / asianews.network (Media & Trade News),https://asianews.network/nepals-tea-exports-to-india-to-ease-as-it-softens-quality-inspection-rules/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Nepal tea exports to India to ease as it softens quality inspection rules – Asia News Network' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,institutional-voids,gdelt-customs-clearance-holds,facility-and-process,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,yes,20260629T040000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (3 agri + 5 trade friction terms) | Gran: Substantive depth (586 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (586 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-094,B,GDELT 2.0 / freepressjournal.in (Media & Trade News),https://www.freepressjournal.in/bhopal/mp-traders-welfare-board-set-up-under-cm-mohan-yadavs-chairmanship,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'MP Trader Welfare Board Set Up Under CM Mohan Yadav Chairmanship' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,M,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260521T171500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (3 agri + 4 trade friction terms) | Gran: Overview narrative (236 words, 2 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (236 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-095,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/business/wardwizard-foods-and-beverages-reports-156-revenue-growth-in-fy26-returns-to-profitability-with-pat-of-inr-131-crore20260602165744/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Wardwizard Foods and Beverages Reports 156 % Revenue Growth in FY26 ; Returns to Profitability with PAT of INR 1 . 31 Crore' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-spices-sps-hurdles,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),bse,no,20260602T124500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (2 agri + 2 trade friction terms) | Gran: Substantive depth (967 words, 2 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (967 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-096,B,GDELT 2.0 / ibcworldnews.com (Media & Trade News),https://ibcworldnews.com/2026/05/21/india-us-ties-strengthens-tech-economy-sectors/,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'India - US ties strengthens tech , economy sectors' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,M,M,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260521T143000Z,"Auth: Secondary/regional media or trade aggregator | Rel: Adequate/Marginal trade relevance (1 agri + 3 trade friction terms) | Gran: Overview narrative (407 words, 1 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (407 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
